1.001775095297227,-7.345266313919421
-1.8585600227170147,-7.608281847469889
-4.7209184974707075,-7.847231516416463
-7.58537684422082,-8.06315489634291
-10.452328319572082,-8.237907339770382
-13.322593614754037,-8.352731243044476
-16.17906017547349,-8.646879127521562
-19.04055241239189,-8.87366020636404
-21.909863433403622,-9.004479977035821
-24.777899422456994,-8.975275539288631
-27.636491051470102,-8.753669079148741
-30.363360636821263,-8.178682073735896
-33.130606871913564,-7.622822736486388
-35.92565386911097,-7.0640238111283065
-38.73358284942668,-6.555684416460059
-41.54861451047337,-6.083317692633573
-44.35334016614443,-5.555834742092311
-47.16693833239738,-5.071752931327957
-49.983727165115404,-4.59961388550321
-52.79798676164177,-4.117978978328919
-55.63952349371202,-3.82015912315812
-58.50272282257039,-3.859272831720227
-61.37213586041573,-3.9894420312224144
-64.24141673461443,-4.118997111144651
-67.10936444320942,-4.279328936791655
-69.97747859039586,-4.434816171463973
-72.84578685474987,-4.578884832102425
-75.71752351956596,-4.617312349866893
-78.58384817391533,-4.607592063157552
-81.44630754422931,-4.543255128584608
-84.3041738941589,-4.444509149537782
-87.15769197762724,-4.338706892655915
-90.0167539008422,-4.233166421060845
-92.87511072681997,-4.173642643277683
-95.7367640776987,-4.113307468662879
-98.59489591025456,-4.113062510032015
-101.456747468619,-4.038187855018226
-104.31783894577364,-3.9716220141273966
-107.17642013069423,-3.9497661260525465
-110.03569367903714,-3.8343809721415054
-112.89626212798468,-3.7856506017803087
-115.76004396086617,-3.86407548759088
-118.63047768543291,-3.949283982119832
-121.49576942685945,-4.144533083203144
-124.36378996970336,-4.28896779509786
-127.23226158249568,-4.440259328977727
-130.0970000874069,-4.6467746884477785
-132.96240309236603,-4.84423459128999
-135.82725601546716,-5.0503680275150025
-138.69210553194677,-5.258318862346506
-141.55758693380452,-5.456485128074405
-144.4218815592117,-5.675173996257531
-147.2856260558897,-5.8998330579223115
-150.14611742290592,-6.15930980362725
-153.01284436880252,-6.313566854040491
-155.87982793312028,-6.492638133578592
-158.7481571191466,-6.649570195301262
-161.6133033992906,-6.855677303030528
-164.47789163167243,-7.0685112722188475
-167.34519902090324,-7.241246151515964
-170.20908355774782,-7.4620699197221025
-173.0722963551349,-7.693921008781656
-175.93804030974692,-7.89163903176782
-178.79956134861382,-8.141353869263058
-181.66571516450296,-8.330515609372771
-184.53123566834688,-8.532546728064204
-187.3968560585692,-8.733825549988014
-190.26246060205898,-8.935296578871469
-193.12491285079503,-9.176617560775055
-195.98732795616826,-9.417659676051073
-198.85222808453796,-9.626790881023943
-201.7171728590618,-9.837071771410784
-204.58105840636404,-10.060245018001357
-207.44672994830287,-10.253142349220587
-210.3134847717578,-10.433394481110357
-213.17681429685098,-10.658473177147059
