1.001775095297227081e+00,-7.345266313919420753e+00
-4.750023110154206307e+00,-7.849351039003499508e+00
-1.051064415261739882e+01,-8.240278764826907576e+00
-1.626616602450516069e+01,-8.655335253496158288e+00
-2.202653878948736121e+01,-9.007865365683958458e+00
-2.778126477107007375e+01,-8.739689605213911250e+00
-3.330099657691796011e+01,-7.588856829637868451e+00
-3.893368216847041197e+01,-6.521829369214864336e+00
-4.458186890883951747e+01,-5.515019229959245095e+00
-5.024133322918918765e+01,-4.556664746942395539e+00
-5.592862631858305633e+01,-3.792588405393946704e+00
-6.169281796272406382e+01,-4.003541117221042001e+00
-6.745894747485172616e+01,-4.299732153969752169e+00
-7.322491246058282854e+01,-4.586286391144813734e+00
-7.899126740062317253e+01,-4.606454904780745707e+00
-8.473879940492817298e+01,-4.436729533114665891e+00
-9.048123621171841080e+01,-4.224281742082631297e+00
-9.623049756498198803e+01,-4.114584458649590104e+00
-1.019799224701655760e+02,-4.025804949229784491e+00
-1.077290440612296152e+02,-3.933518836886086945e+00
-1.134775672634163755e+02,-3.790991196217714077e+00
-1.192422055384373607e+02,-3.978772300725143651e+00
-1.250049150091724357e+02,-4.319221768917097748e+00
-1.307660711992317886e+02,-4.698759020012994725e+00
-1.365256966856543954e+02,-5.101598479301794775e+00
-1.422849065716640382e+02,-5.513519653756593364e+00
-1.480412419043394721e+02,-5.967225021174063393e+00
-1.537991825570709921e+02,-6.362187138688367050e+00
-1.595633591638932103e+02,-6.704559134972813972e+00
-1.653223569957527275e+02,-7.122842849806069410e+00
-1.710813350178482040e+02,-7.537086864743930192e+00
-1.768391129901828549e+02,-7.971235529365180206e+00
-1.825970679397235870e+02,-8.398280041902975057e+00
-1.883575838923357537e+02,-8.800302474199494185e+00
-1.941132681522721271e+02,-9.263960483793610479e+00
-1.998708032938654355e+02,-9.702341663323261756e+00
-2.056279675280235608e+02,-1.014751781817792065e+01
-2.113906788928121046e+02,-1.050745028900002254e+01
-2.171448052010185847e+02,-1.097938042369114520e+01
-2.229022629795123009e+02,-1.140968969143061607e+01
-2.286644583442171097e+02,-1.177889067958821911e+01
-2.344269827789526062e+02,-1.214097395497544873e+01
-2.401860977879107963e+02,-1.255476986638583625e+01
-2.459444406444210927e+02,-1.298056818374737986e+01
-2.517025080804197046e+02,-1.340408142146343806e+01
-2.574651918271926547e+02,-1.374845132557253891e+01
-2.632274747985921977e+02,-1.411884231061887718e+01
-2.689852677792655982e+02,-1.455556406359316668e+01
-2.747450385755612388e+02,-1.495823016794238391e+01
-2.804979852225794730e+02,-1.544366796967757871e+01
-2.862586043516681684e+02,-1.584376078562988255e+01
-2.920232840904686782e+02,-1.616809093547459852e+01
-2.977882061004537491e+02,-1.647055878315072874e+01
-3.035448480150304817e+02,-1.692146419093583987e+01
-3.092994080936563250e+02,-1.739648527221261531e+01
-3.150601975845189031e+02,-1.779186058446696350e+01
-3.208180549201414351e+02,-1.821492879523432151e+01
-3.265771807471149373e+02,-1.862567418361985006e+01
-3.323359942693510334e+02,-1.902842668318097452e+01
