1.001775095297227081e+00,-7.345266313919420753e+00
-1.858560022717014704e+00,-7.608281847469888781e+00
-4.720918497470707464e+00,-7.847231516416463215e+00
-7.585376844220819592e+00,-8.063154896342910050e+00
-1.045232831957208219e+01,-8.237907339770382364e+00
-1.332259361475403736e+01,-8.352731243044475562e+00
-1.617906017547349151e+01,-8.646879127521561514e+00
-1.904055241239188945e+01,-8.873660206364039738e+00
-2.190986343340362197e+01,-9.004479977035821037e+00
-2.477789942245699351e+01,-8.975275539288631421e+00
-2.763649105147010232e+01,-8.753669079148741261e+00
-3.036336063682126252e+01,-8.178682073735895841e+00
-3.313060687191356379e+01,-7.622822736486387640e+00
-3.592565386911096681e+01,-7.064023811128306463e+00
-3.873358284942668206e+01,-6.555684416460058728e+00
-4.154861451047337084e+01,-6.083317692633572804e+00
-4.435334016614442731e+01,-5.555834742092311096e+00
-4.716693833239737899e+01,-5.071752931327957015e+00
-4.998372716511540403e+01,-4.599613885503210042e+00
-5.279798676164177351e+01,-4.117978978328919126e+00
-5.563952349371201933e+01,-3.820159123158120007e+00
-5.850272282257039080e+01,-3.859272831720227170e+00
-6.137213586041573166e+01,-3.989442031222414364e+00
-6.424141673461443247e+01,-4.118997111144651058e+00
-6.710936444320941519e+01,-4.279328936791655380e+00
-6.997747859039586160e+01,-4.434816171463973333e+00
-7.284578685474987481e+01,-4.578884832102424696e+00
-7.571752351956595817e+01,-4.617312349866892873e+00
-7.858384817391532806e+01,-4.607592063157552431e+00
-8.144630754422931318e+01,-4.543255128584608116e+00
-8.430417389415889318e+01,-4.444509149537782200e+00
-8.715769197762723763e+01,-4.338706892655914693e+00
-9.001675390084220396e+01,-4.233166421060844620e+00
-9.287511072681996893e+01,-4.173642643277682751e+00
-9.573676407769869456e+01,-4.113307468662878996e+00
-9.859489591025456434e+01,-4.113062510032015062e+00
-1.014567474686189996e+02,-4.038187855018225747e+00
-1.043178389457736444e+02,-3.971622014127396572e+00
-1.071764201306942255e+02,-3.949766126052546511e+00
-1.100356936790371378e+02,-3.834380972141505417e+00
-1.128962621279846843e+02,-3.785650601780308655e+00
-1.157600439608661702e+02,-3.864075487590879820e+00
-1.186304776854329077e+02,-3.949283982119832004e+00
-1.214957694268594537e+02,-4.144533083203143953e+00
-1.243637899697033617e+02,-4.288967795097859970e+00
-1.272322615824956813e+02,-4.440259328977727016e+00
-1.300970000874069115e+02,-4.646774688447778523e+00
-1.329624030923660314e+02,-4.844234591289989567e+00
-1.358272560154671567e+02,-5.050368027515002467e+00
-1.386921055319467655e+02,-5.258318862346506251e+00
-1.415575869338045152e+02,-5.456485128074405111e+00
-1.444218815592116982e+02,-5.675173996257530717e+00
-1.472856260558897077e+02,-5.899833057922311497e+00
-1.501461174229059168e+02,-6.159309803627249558e+00
-1.530128443688025186e+02,-6.313566854040490561e+00
-1.558798279331202821e+02,-6.492638133578592097e+00
-1.587481571191466116e+02,-6.649570195301262032e+00
-1.616133033992906007e+02,-6.855677303030527803e+00
-1.644778916316724349e+02,-7.068511272218847452e+00
-1.673451990209032374e+02,-7.241246151515963625e+00
-1.702090835577478174e+02,-7.462069919722102540e+00
-1.730722963551349096e+02,-7.693921008781655857e+00
-1.759380403097469241e+02,-7.891639031767820001e+00
-1.787995613486138211e+02,-8.141353869263058485e+00
-1.816657151645029558e+02,-8.330515609372771024e+00
-1.845312356683468806e+02,-8.532546728064204444e+00
-1.873968560585691989e+02,-8.733825549988013748e+00
-1.902624606020589795e+02,-8.935296578871469109e+00
-1.931249128507950275e+02,-9.176617560775055082e+00
-1.959873279561682580e+02,-9.417659676051073347e+00
-1.988522280845379555e+02,-9.626790881023943314e+00
-2.017171728590618045e+02,-9.837071771410784038e+00
-2.045810584063640363e+02,-1.006024501800135695e+01
-2.074467299483028739e+02,-1.025314234922058709e+01
-2.103134847717577998e+02,-1.043339448111035672e+01
-2.131768142968509778e+02,-1.065847317714705866e+01
-2.160394258657189539e+02,-1.089244883954038023e+01
-2.189053958632023011e+02,-1.108236725058263872e+01
